,GEO_ID,NAME,TOTAL POPULATION,TOTAL HOUSING UNITS,STANDARDIZED POPULATION
15235,1400000US12055960101,"Census Tract 9601.01, Highlands County, Florida",2784,1773,
15236,1400000US12055960102,"Census Tract 9601.02, Highlands County, Florida",1270,763,
15237,1400000US12055960103,"Census Tract 9601.03, Highlands County, Florida",4364,2659,
15238,1400000US12055960200,"Census Tract 9602, Highlands County, Florida",4663,2039,
15239,1400000US12055960300,"Census Tract 9603, Highlands County, Florida",5324,1785,
15240,1400000US12055960400,"Census Tract 9604, Highlands County, Florida",7755,3311,
15241,1400000US12055960501,"Census Tract 9605.01, Highlands County, Florida",1365,763,
15242,1400000US12055960502,"Census Tract 9605.02, Highlands County, Florida",7296,4393,
15243,1400000US12055960601,"Census Tract 9606.01, Highlands County, Florida",3101,1457,
15244,1400000US12055960602,"Census Tract 9606.02, Highlands County, Florida",6831,4142,
15245,1400000US12055960700,"Census Tract 9607, Highlands County, Florida",3931,2090,
15246,1400000US12055960800,"Census Tract 9608, Highlands County, Florida",2413,1106,
15247,1400000US12055960900,"Census Tract 9609, Highlands County, Florida",2575,1251,
15248,1400000US12055961000,"Census Tract 9610, Highlands County, Florida",4521,2795,
15249,1400000US12055961100,"Census Tract 9611, Highlands County, Florida",3704,2296,
15250,1400000US12055961200,"Census Tract 9612, Highlands County, Florida",5047,2765,
15251,1400000US12055961301,"Census Tract 9613.01, Highlands County, Florida",6156,2923,
15252,1400000US12055961302,"Census Tract 9613.02, Highlands County, Florida",4548,2993,
15253,1400000US12055961400,"Census Tract 9614, Highlands County, Florida",5311,3276,
15254,1400000US12055961500,"Census Tract 9615, Highlands County, Florida",5093,3030,
15255,1400000US12055961601,"Census Tract 9616.01, Highlands County, Florida",1170,838,
15256,1400000US12055961602,"Census Tract 9616.02, Highlands County, Florida",1123,751,
15257,1400000US12055961603,"Census Tract 9616.03, Highlands County, Florida",6680,3284,
15258,1400000US12055961700,"Census Tract 9617, Highlands County, Florida",5055,3083,
15259,1400000US12055980000,"Census Tract 9800, Highlands County, Florida",21,12,
15260,1400000US12055980100,"Census Tract 9801, Highlands County, Florida",0,0,
15261,1400000US12055980200,"Census Tract 9802, Highlands County, Florida",0,0,
15262,1400000US12057000101,"Census Tract 1.01, Hillsborough County, Florida",4095,1709,
15263,1400000US12057000102,"Census Tract 1.02, Hillsborough County, Florida",5954,2532,
15264,1400000US12057000201,"Census Tract 2.01, Hillsborough County, Florida",3809,1646,
15265,1400000US12057000202,"Census Tract 2.02, Hillsborough County, Florida",5859,2101,
15266,1400000US12057000300,"Census Tract 3, Hillsborough County, Florida",8239,2919,
15267,1400000US12057000401,"Census Tract 4.01, Hillsborough County, Florida",2701,973,
15268,1400000US12057000402,"Census Tract 4.02, Hillsborough County, Florida",2962,1244,
15269,1400000US12057000500,"Census Tract 5, Hillsborough County, Florida",3923,1791,
15270,1400000US12057000601,"Census Tract 6.01, Hillsborough County, Florida",5435,2195,
15271,1400000US12057000602,"Census Tract 6.02, Hillsborough County, Florida",2700,1149,
15272,1400000US12057000700,"Census Tract 7, Hillsborough County, Florida",6326,2509,
15273,1400000US12057000800,"Census Tract 8, Hillsborough County, Florida",3553,1440,
15274,1400000US12057000901,"Census Tract 9.01, Hillsborough County, Florida",2791,1150,
15275,1400000US12057000902,"Census Tract 9.02, Hillsborough County, Florida",4490,2584,
15276,1400000US12057001001,"Census Tract 10.01, Hillsborough County, Florida",4482,1469,
15277,1400000US12057001002,"Census Tract 10.02, Hillsborough County, Florida",5217,2157,
15278,1400000US12057001100,"Census Tract 11, Hillsborough County, Florida",2598,1078,
15279,1400000US12057001200,"Census Tract 12, Hillsborough County, Florida",2538,1309,
15280,1400000US12057001300,"Census Tract 13, Hillsborough County, Florida",6261,2638,
15281,1400000US12057001400,"Census Tract 14, Hillsborough County, Florida",4788,1899,
15282,1400000US12057001500,"Census Tract 15, Hillsborough County, Florida",2586,1243,
15283,1400000US12057001600,"Census Tract 16, Hillsborough County, Florida",1664,1029,
15284,1400000US12057001700,"Census Tract 17, Hillsborough County, Florida",4230,2025,
15285,1400000US12057001800,"Census Tract 18, Hillsborough County, Florida",4593,1872,
15286,1400000US12057001900,"Census Tract 19, Hillsborough County, Florida",3545,1164,
15287,1400000US12057002000,"Census Tract 20, Hillsborough County, Florida",3306,1035,
15288,1400000US12057002100,"Census Tract 21, Hillsborough County, Florida",3156,1271,
15289,1400000US12057002200,"Census Tract 22, Hillsborough County, Florida",1881,878,
15290,1400000US12057002300,"Census Tract 23, Hillsborough County, Florida",3464,1520,
15291,1400000US12057002400,"Census Tract 24, Hillsborough County, Florida",3826,1913,
15292,1400000US12057002500,"Census Tract 25, Hillsborough County, Florida",6635,3261,
15293,1400000US12057002600,"Census Tract 26, Hillsborough County, Florida",1141,606,
15294,1400000US12057002700,"Census Tract 27, Hillsborough County, Florida",6973,3091,
15295,1400000US12057002800,"Census Tract 28, Hillsborough County, Florida",3317,1464,
15296,1400000US12057002900,"Census Tract 29, Hillsborough County, Florida",2273,950,
15297,1400000US12057003000,"Census Tract 30, Hillsborough County, Florida",2647,1183,
15298,1400000US12057003100,"Census Tract 31, Hillsborough County, Florida",2737,1215,
15299,1400000US12057003200,"Census Tract 32, Hillsborough County, Florida",2733,1170,
15300,1400000US12057003300,"Census Tract 33, Hillsborough County, Florida",1916,1059,
15301,1400000US12057003400,"Census Tract 34, Hillsborough County, Florida",2814,1198,
15302,1400000US12057003500,"Census Tract 35, Hillsborough County, Florida",2414,1067,
15303,1400000US12057003600,"Census Tract 36, Hillsborough County, Florida",4882,1645,
15304,1400000US12057003700,"Census Tract 37, Hillsborough County, Florida",831,415,
15305,1400000US12057003800,"Census Tract 38, Hillsborough County, Florida",1077,531,
15306,1400000US12057003900,"Census Tract 39, Hillsborough County, Florida",2242,1450,
15307,1400000US12057004000,"Census Tract 40, Hillsborough County, Florida",773,411,
15308,1400000US12057004100,"Census Tract 41, Hillsborough County, Florida",1564,820,
15309,1400000US12057004200,"Census Tract 42, Hillsborough County, Florida",1220,473,
15310,1400000US12057004300,"Census Tract 43, Hillsborough County, Florida",1808,1144,
15311,1400000US12057004400,"Census Tract 44, Hillsborough County, Florida",2090,969,
15312,1400000US12057004500,"Census Tract 45, Hillsborough County, Florida",3784,1695,
15313,1400000US12057004600,"Census Tract 46, Hillsborough County, Florida",4903,3025,
15314,1400000US12057004700,"Census Tract 47, Hillsborough County, Florida",2519,1402,
15315,1400000US12057004800,"Census Tract 48, Hillsborough County, Florida",4057,1855,
15316,1400000US12057004900,"Census Tract 49, Hillsborough County, Florida",4702,2614,
15317,1400000US12057005000,"Census Tract 50, Hillsborough County, Florida",6231,1611,
15318,1400000US12057005101,"Census Tract 51.01, Hillsborough County, Florida",1532,1453,
15319,1400000US12057005102,"Census Tract 51.02, Hillsborough County, Florida",3824,2557,
15320,1400000US12057005301,"Census Tract 53.01, Hillsborough County, Florida",3388,2516,
15321,1400000US12057005302,"Census Tract 53.02, Hillsborough County, Florida",1883,804,
15322,1400000US12057005401,"Census Tract 54.01, Hillsborough County, Florida",5385,2655,
15323,1400000US12057005500,"Census Tract 55, Hillsborough County, Florida",2433,1748,
15324,1400000US12057005700,"Census Tract 57, Hillsborough County, Florida",4013,2455,
15325,1400000US12057005800,"Census Tract 58, Hillsborough County, Florida",4857,2172,
15326,1400000US12057005900,"Census Tract 59, Hillsborough County, Florida",6358,2681,
15327,1400000US12057006000,"Census Tract 60, Hillsborough County, Florida",5426,2536,
15328,1400000US12057006101,"Census Tract 61.01, Hillsborough County, Florida",3316,1762,
15329,1400000US12057006103,"Census Tract 61.03, Hillsborough County, Florida",3997,2732,
15330,1400000US12057006200,"Census Tract 62, Hillsborough County, Florida",4410,1719,
15331,1400000US12057006300,"Census Tract 63, Hillsborough County, Florida",4400,1587,
15332,1400000US12057006400,"Census Tract 64, Hillsborough County, Florida",4157,1524,
15333,1400000US12057006501,"Census Tract 65.01, Hillsborough County, Florida",3567,1788,
15334,1400000US12057006502,"Census Tract 65.02, Hillsborough County, Florida",1997,1571,
15335,1400000US12057006600,"Census Tract 66, Hillsborough County, Florida",4166,2325,
15336,1400000US12057006700,"Census Tract 67, Hillsborough County, Florida",5786,2633,
15337,1400000US12057006801,"Census Tract 68.01, Hillsborough County, Florida",4607,2473,
15338,1400000US12057006802,"Census Tract 68.02, Hillsborough County, Florida",3268,1767,
15339,1400000US12057006900,"Census Tract 69, Hillsborough County, Florida",5737,2649,
15340,1400000US12057007001,"Census Tract 70.01, Hillsborough County, Florida",3676,1665,
15341,1400000US12057007002,"Census Tract 70.02, Hillsborough County, Florida",3291,1533,
15342,1400000US12057007102,"Census Tract 71.02, Hillsborough County, Florida",3059,1731,
15343,1400000US12057007103,"Census Tract 71.03, Hillsborough County, Florida",4326,1709,
15344,1400000US12057007200,"Census Tract 72, Hillsborough County, Florida",4639,2340,
15345,1400000US12057007300,"Census Tract 73, Hillsborough County, Florida",2533,621,
15346,1400000US12057010103,"Census Tract 101.03, Hillsborough County, Florida",4138,1588,
15347,1400000US12057010105,"Census Tract 101.05, Hillsborough County, Florida",4293,1618,
15348,1400000US12057010106,"Census Tract 101.06, Hillsborough County, Florida",5347,1820,
15349,1400000US12057010107,"Census Tract 101.07, Hillsborough County, Florida",3683,1915,
15350,1400000US12057010108,"Census Tract 101.08, Hillsborough County, Florida",2277,1045,
15351,1400000US12057010203,"Census Tract 102.03, Hillsborough County, Florida",1864,900,
15352,1400000US12057010204,"Census Tract 102.04, Hillsborough County, Florida",6040,1966,
15353,1400000US12057010205,"Census Tract 102.05, Hillsborough County, Florida",10304,3524,
15354,1400000US12057010209,"Census Tract 102.09, Hillsborough County, Florida",12972,4613,
15355,1400000US12057010210,"Census Tract 102.10, Hillsborough County, Florida",4460,1735,
15356,1400000US12057010211,"Census Tract 102.11, Hillsborough County, Florida",6086,2160,
15357,1400000US12057010212,"Census Tract 102.12, Hillsborough County, Florida",5197,1977,
15358,1400000US12057010213,"Census Tract 102.13, Hillsborough County, Florida",1837,801,
15359,1400000US12057010214,"Census Tract 102.14, Hillsborough County, Florida",248,143,
15360,1400000US12057010303,"Census Tract 103.03, Hillsborough County, Florida",3432,1370,
15361,1400000US12057010304,"Census Tract 103.04, Hillsborough County, Florida",3946,1557,
15362,1400000US12057010305,"Census Tract 103.05, Hillsborough County, Florida",4070,1405,
15363,1400000US12057010401,"Census Tract 104.01, Hillsborough County, Florida",5876,2542,
15364,1400000US12057010402,"Census Tract 104.02, Hillsborough County, Florida",6597,2659,
15365,1400000US12057010501,"Census Tract 105.01, Hillsborough County, Florida",6108,2621,
15366,1400000US12057010502,"Census Tract 105.02, Hillsborough County, Florida",2683,1097,
15367,1400000US12057010600,"Census Tract 106, Hillsborough County, Florida",3035,1228,
15368,1400000US12057010701,"Census Tract 107.01, Hillsborough County, Florida",5873,2264,
15369,1400000US12057010702,"Census Tract 107.02, Hillsborough County, Florida",2882,1112,
15370,1400000US12057010805,"Census Tract 108.05, Hillsborough County, Florida",5815,2260,
15371,1400000US12057010808,"Census Tract 108.08, Hillsborough County, Florida",2452,1189,
15372,1400000US12057010809,"Census Tract 108.09, Hillsborough County, Florida",2979,1285,
15373,1400000US12057010810,"Census Tract 108.10, Hillsborough County, Florida",3516,1793,
15374,1400000US12057010811,"Census Tract 108.11, Hillsborough County, Florida",6462,3145,
15375,1400000US12057010812,"Census Tract 108.12, Hillsborough County, Florida",6173,3378,
15376,1400000US12057010813,"Census Tract 108.13, Hillsborough County, Florida",4905,2442,
15377,1400000US12057010814,"Census Tract 108.14, Hillsborough County, Florida",1968,1410,
15378,1400000US12057010815,"Census Tract 108.15, Hillsborough County, Florida",1786,986,
15379,1400000US12057010816,"Census Tract 108.16, Hillsborough County, Florida",4064,1782,
15380,1400000US12057010817,"Census Tract 108.17, Hillsborough County, Florida",4547,1922,
15381,1400000US12057010818,"Census Tract 108.18, Hillsborough County, Florida",5347,2182,
15382,1400000US12057010900,"Census Tract 109, Hillsborough County, Florida",5418,23,
15383,1400000US12057011003,"Census Tract 110.03, Hillsborough County, Florida",5010,2432,
15384,1400000US12057011005,"Census Tract 110.05, Hillsborough County, Florida",2783,1108,
15385,1400000US12057011006,"Census Tract 110.06, Hillsborough County, Florida",5547,2129,
15386,1400000US12057011007,"Census Tract 110.07, Hillsborough County, Florida",3149,1314,
15387,1400000US12057011008,"Census Tract 110.08, Hillsborough County, Florida",6839,3252,
15388,1400000US12057011010,"Census Tract 110.10, Hillsborough County, Florida",5562,2665,
15389,1400000US12057011012,"Census Tract 110.12, Hillsborough County, Florida",6842,2697,
15390,1400000US12057011013,"Census Tract 110.13, Hillsborough County, Florida",4051,1702,
15391,1400000US12057011014,"Census Tract 110.14, Hillsborough County, Florida",1279,603,
15392,1400000US12057011015,"Census Tract 110.15, Hillsborough County, Florida",6600,3273,
15393,1400000US12057011016,"Census Tract 110.16, Hillsborough County, Florida",4105,1525,
15394,1400000US12057011103,"Census Tract 111.03, Hillsborough County, Florida",3491,1497,
15395,1400000US12057011106,"Census Tract 111.06, Hillsborough County, Florida",2054,1072,
15396,1400000US12057011107,"Census Tract 111.07, Hillsborough County, Florida",6805,2699,
15397,1400000US12057011108,"Census Tract 111.08, Hillsborough County, Florida",1484,777,
15398,1400000US12057011109,"Census Tract 111.09, Hillsborough County, Florida",3736,1381,
15399,1400000US12057011203,"Census Tract 112.03, Hillsborough County, Florida",3653,1601,
15400,1400000US12057011204,"Census Tract 112.04, Hillsborough County, Florida",5631,2638,
15401,1400000US12057011205,"Census Tract 112.05, Hillsborough County, Florida",2805,1268,
15402,1400000US12057011206,"Census Tract 112.06, Hillsborough County, Florida",2718,1406,
15403,1400000US12057011301,"Census Tract 113.01, Hillsborough County, Florida",3592,1392,
15404,1400000US12057011303,"Census Tract 113.03, Hillsborough County, Florida",2908,1452,
15405,1400000US12057011304,"Census Tract 113.04, Hillsborough County, Florida",5543,2245,
15406,1400000US12057011407,"Census Tract 114.07, Hillsborough County, Florida",2307,1258,
15407,1400000US12057011408,"Census Tract 114.08, Hillsborough County, Florida",2866,1150,
15408,1400000US12057011409,"Census Tract 114.09, Hillsborough County, Florida",2903,1304,
15409,1400000US12057011410,"Census Tract 114.10, Hillsborough County, Florida",7352,2707,
15410,1400000US12057011411,"Census Tract 114.11, Hillsborough County, Florida",1757,598,
15411,1400000US12057011412,"Census Tract 114.12, Hillsborough County, Florida",3423,1552,
15412,1400000US12057011413,"Census Tract 114.13, Hillsborough County, Florida",5491,2217,
15413,1400000US12057011414,"Census Tract 114.14, Hillsborough County, Florida",7555,3055,
15414,1400000US12057011415,"Census Tract 114.15, Hillsborough County, Florida",5128,2292,
15415,1400000US12057011416,"Census Tract 114.16, Hillsborough County, Florida",7296,2904,
15416,1400000US12057011417,"Census Tract 114.17, Hillsborough County, Florida",4845,2194,
15417,1400000US12057011418,"Census Tract 114.18, Hillsborough County, Florida",3981,1852,
15418,1400000US12057011504,"Census Tract 115.04, Hillsborough County, Florida",2264,921,
15419,1400000US12057011506,"Census Tract 115.06, Hillsborough County, Florida",8532,3516,
15420,1400000US12057011507,"Census Tract 115.07, Hillsborough County, Florida",7425,3552,
15421,1400000US12057011509,"Census Tract 115.09, Hillsborough County, Florida",6453,2385,
15422,1400000US12057011510,"Census Tract 115.10, Hillsborough County, Florida",4909,1504,
15423,1400000US12057011512,"Census Tract 115.12, Hillsborough County, Florida",3803,1343,
15424,1400000US12057011514,"Census Tract 115.14, Hillsborough County, Florida",5638,2135,
15425,1400000US12057011515,"Census Tract 115.15, Hillsborough County, Florida",3461,1318,
15426,1400000US12057011516,"Census Tract 115.16, Hillsborough County, Florida",2699,1377,
15427,1400000US12057011517,"Census Tract 115.17, Hillsborough County, Florida",9478,3653,
15428,1400000US12057011518,"Census Tract 115.18, Hillsborough County, Florida",4268,1602,
15429,1400000US12057011519,"Census Tract 115.19, Hillsborough County, Florida",2349,844,
15430,1400000US12057011520,"Census Tract 115.20, Hillsborough County, Florida",5330,2202,
15431,1400000US12057011521,"Census Tract 115.21, Hillsborough County, Florida",4083,2317,
15432,1400000US12057011522,"Census Tract 115.22, Hillsborough County, Florida",3755,1561,
15433,1400000US12057011523,"Census Tract 115.23, Hillsborough County, Florida",1772,568,
15434,1400000US12057011524,"Census Tract 115.24, Hillsborough County, Florida",5568,2504,
15435,1400000US12057011603,"Census Tract 116.03, Hillsborough County, Florida",4765,1612,
15436,1400000US12057011605,"Census Tract 116.05, Hillsborough County, Florida",7439,2292,
15437,1400000US12057011606,"Census Tract 116.06, Hillsborough County, Florida",7657,3328,
15438,1400000US12057011607,"Census Tract 116.07, Hillsborough County, Florida",8254,3221,
15439,1400000US12057011608,"Census Tract 116.08, Hillsborough County, Florida",1591,579,
15440,1400000US12057011610,"Census Tract 116.10, Hillsborough County, Florida",5300,2293,
15441,1400000US12057011611,"Census Tract 116.11, Hillsborough County, Florida",4255,1754,
15442,1400000US12057011612,"Census Tract 116.12, Hillsborough County, Florida",5914,2678,
15443,1400000US12057011613,"Census Tract 116.13, Hillsborough County, Florida",5849,2239,
15444,1400000US12057011614,"Census Tract 116.14, Hillsborough County, Florida",6547,2474,
15445,1400000US12057011615,"Census Tract 116.15, Hillsborough County, Florida",4836,1817,
15446,1400000US12057011706,"Census Tract 117.06, Hillsborough County, Florida",9084,3595,
15447,1400000US12057011708,"Census Tract 117.08, Hillsborough County, Florida",4403,2384,
15448,1400000US12057011709,"Census Tract 117.09, Hillsborough County, Florida",1068,634,
15449,1400000US12057011710,"Census Tract 117.10, Hillsborough County, Florida",5986,3489,
15450,1400000US12057011712,"Census Tract 117.12, Hillsborough County, Florida",5600,2476,
15451,1400000US12057011802,"Census Tract 118.02, Hillsborough County, Florida",6514,2353,
15452,1400000US12057011803,"Census Tract 118.03, Hillsborough County, Florida",6477,3103,
15453,1400000US12057011804,"Census Tract 118.04, Hillsborough County, Florida",5587,1983,
15454,1400000US12057011901,"Census Tract 119.01, Hillsborough County, Florida",5872,2626,
15455,1400000US12057011902,"Census Tract 119.02, Hillsborough County, Florida",8489,3093,
15456,1400000US12057011904,"Census Tract 119.04, Hillsborough County, Florida",1519,922,
15457,1400000US12057011905,"Census Tract 119.05, Hillsborough County, Florida",1499,600,
15458,1400000US12057011906,"Census Tract 119.06, Hillsborough County, Florida",4796,1865,
15459,1400000US12057012001,"Census Tract 120.01, Hillsborough County, Florida",2775,1067,
15460,1400000US12057012002,"Census Tract 120.02, Hillsborough County, Florida",4154,1538,
15461,1400000US12057012103,"Census Tract 121.03, Hillsborough County, Florida",8032,2937,
15462,1400000US12057012104,"Census Tract 121.04, Hillsborough County, Florida",7046,2995,
15463,1400000US12057012106,"Census Tract 121.06, Hillsborough County, Florida",5457,1883,
15464,1400000US12057012107,"Census Tract 121.07, Hillsborough County, Florida",4282,1880,
15465,1400000US12057012108,"Census Tract 121.08, Hillsborough County, Florida",3645,1184,
15466,1400000US12057012206,"Census Tract 122.06, Hillsborough County, Florida",6766,2402,
15467,1400000US12057012207,"Census Tract 122.07, Hillsborough County, Florida",7248,2628,
15468,1400000US12057012208,"Census Tract 122.08, Hillsborough County, Florida",6640,2403,
15469,1400000US12057012209,"Census Tract 122.09, Hillsborough County, Florida",5054,1731,
15470,1400000US12057012210,"Census Tract 122.10, Hillsborough County, Florida",5720,2327,
15471,1400000US12057012211,"Census Tract 122.11, Hillsborough County, Florida",2523,28,
15472,1400000US12057012212,"Census Tract 122.12, Hillsborough County, Florida",4104,1919,
15473,1400000US12057012213,"Census Tract 122.13, Hillsborough County, Florida",4740,1857,
15474,1400000US12057012301,"Census Tract 123.01, Hillsborough County, Florida",6413,2564,
15475,1400000US12057012303,"Census Tract 123.03, Hillsborough County, Florida",3220,1296,
15476,1400000US12057012304,"Census Tract 123.04, Hillsborough County, Florida",4862,1908,
15477,1400000US12057012401,"Census Tract 124.01, Hillsborough County, Florida",4673,1734,
15478,1400000US12057012402,"Census Tract 124.02, Hillsborough County, Florida",2687,917,
15479,1400000US12057012403,"Census Tract 124.03, Hillsborough County, Florida",6645,1901,
15480,1400000US12057012501,"Census Tract 125.01, Hillsborough County, Florida",4210,1731,
15481,1400000US12057012503,"Census Tract 125.03, Hillsborough County, Florida",4438,2058,
15482,1400000US12057012504,"Census Tract 125.04, Hillsborough County, Florida",3495,1222,
15483,1400000US12057012600,"Census Tract 126, Hillsborough County, Florida",5622,2289,
15484,1400000US12057012701,"Census Tract 127.01, Hillsborough County, Florida",6868,2329,
15485,1400000US12057012702,"Census Tract 127.02, Hillsborough County, Florida",3994,1569,
15486,1400000US12057012800,"Census Tract 128, Hillsborough County, Florida",4067,1560,
15487,1400000US12057012900,"Census Tract 129, Hillsborough County, Florida",3534,1154,
15488,1400000US12057013001,"Census Tract 130.01, Hillsborough County, Florida",4199,1440,
15489,1400000US12057013002,"Census Tract 130.02, Hillsborough County, Florida",4873,1793,
15490,1400000US12057013003,"Census Tract 130.03, Hillsborough County, Florida",3315,1342,
15491,1400000US12057013004,"Census Tract 130.04, Hillsborough County, Florida",3564,1191,
15492,1400000US12057013100,"Census Tract 131, Hillsborough County, Florida",2977,990,
15493,1400000US12057013203,"Census Tract 132.03, Hillsborough County, Florida",3231,1244,
15494,1400000US12057013204,"Census Tract 132.04, Hillsborough County, Florida",3280,1665,
15495,1400000US12057013205,"Census Tract 132.05, Hillsborough County, Florida",8257,2897,
15496,1400000US12057013206,"Census Tract 132.06, Hillsborough County, Florida",6297,2084,
15497,1400000US12057013207,"Census Tract 132.07, Hillsborough County, Florida",4215,1539,
15498,1400000US12057013208,"Census Tract 132.08, Hillsborough County, Florida",5154,1852,
15499,1400000US12057013305,"Census Tract 133.05, Hillsborough County, Florida",4671,1682,
15500,1400000US12057013307,"Census Tract 133.07, Hillsborough County, Florida",3690,1720,
15501,1400000US12057013310,"Census Tract 133.10, Hillsborough County, Florida",2908,1120,
15502,1400000US12057013311,"Census Tract 133.11, Hillsborough County, Florida",3144,1458,
15503,1400000US12057013312,"Census Tract 133.12, Hillsborough County, Florida",4579,1705,
15504,1400000US12057013313,"Census Tract 133.13, Hillsborough County, Florida",4841,1888,
15505,1400000US12057013314,"Census Tract 133.14, Hillsborough County, Florida",3012,1082,
15506,1400000US12057013315,"Census Tract 133.15, Hillsborough County, Florida",5057,2786,
15507,1400000US12057013316,"Census Tract 133.16, Hillsborough County, Florida",3046,1265,
15508,1400000US12057013317,"Census Tract 133.17, Hillsborough County, Florida",2321,1371,
15509,1400000US12057013318,"Census Tract 133.18, Hillsborough County, Florida",3815,1674,
15510,1400000US12057013319,"Census Tract 133.19, Hillsborough County, Florida",6669,2987,
15511,1400000US12057013320,"Census Tract 133.20, Hillsborough County, Florida",4135,1800,
15512,1400000US12057013321,"Census Tract 133.21, Hillsborough County, Florida",7434,2974,
15513,1400000US12057013322,"Census Tract 133.22, Hillsborough County, Florida",7441,3338,
15514,1400000US12057013406,"Census Tract 134.06, Hillsborough County, Florida",1465,566,
15515,1400000US12057013407,"Census Tract 134.07, Hillsborough County, Florida",6628,2582,
15516,1400000US12057013409,"Census Tract 134.09, Hillsborough County, Florida",5115,1657,
15517,1400000US12057013410,"Census Tract 134.10, Hillsborough County, Florida",5433,2085,
15518,1400000US12057013411,"Census Tract 134.11, Hillsborough County, Florida",2504,1170,
15519,1400000US12057013412,"Census Tract 134.12, Hillsborough County, Florida",4247,1587,
15520,1400000US12057013413,"Census Tract 134.13, Hillsborough County, Florida",3794,1458,
15521,1400000US12057013414,"Census Tract 134.14, Hillsborough County, Florida",6590,2365,
15522,1400000US12057013415,"Census Tract 134.15, Hillsborough County, Florida",3960,1381,
15523,1400000US12057013501,"Census Tract 135.01, Hillsborough County, Florida",3515,1568,
15524,1400000US12057013503,"Census Tract 135.03, Hillsborough County, Florida",3916,1349,
15525,1400000US12057013504,"Census Tract 135.04, Hillsborough County, Florida",3321,1336,
15526,1400000US12057013505,"Census Tract 135.05, Hillsborough County, Florida",3730,1171,
15527,1400000US12057013602,"Census Tract 136.02, Hillsborough County, Florida",1906,628,
15528,1400000US12057013604,"Census Tract 136.04, Hillsborough County, Florida",1210,523,
15529,1400000US12057013702,"Census Tract 137.02, Hillsborough County, Florida",11035,3935,
15530,1400000US12057013703,"Census Tract 137.03, Hillsborough County, Florida",7110,2457,
15531,1400000US12057013704,"Census Tract 137.04, Hillsborough County, Florida",10381,4111,
15532,1400000US12057013801,"Census Tract 138.01, Hillsborough County, Florida",2527,971,
15533,1400000US12057013802,"Census Tract 138.02, Hillsborough County, Florida",3602,1611,
15534,1400000US12057013803,"Census Tract 138.03, Hillsborough County, Florida",1530,641,
15535,1400000US12057013804,"Census Tract 138.04, Hillsborough County, Florida",10208,2899,
15536,1400000US12057013806,"Census Tract 138.06, Hillsborough County, Florida",1751,588,
15537,1400000US12057013807,"Census Tract 138.07, Hillsborough County, Florida",7702,2752,
15538,1400000US12057013903,"Census Tract 139.03, Hillsborough County, Florida",3433,1310,
15539,1400000US12057013907,"Census Tract 139.07, Hillsborough County, Florida",1761,836,
15540,1400000US12057013908,"Census Tract 139.08, Hillsborough County, Florida",9961,4002,
15541,1400000US12057013912,"Census Tract 139.12, Hillsborough County, Florida",4728,1275,
15542,1400000US12057013913,"Census Tract 139.13, Hillsborough County, Florida",9729,3396,
15543,1400000US12057013914,"Census Tract 139.14, Hillsborough County, Florida",4819,1340,
15544,1400000US12057013915,"Census Tract 139.15, Hillsborough County, Florida",8132,2861,
15545,1400000US12057013916,"Census Tract 139.16, Hillsborough County, Florida",12706,4207,
15546,1400000US12057013917,"Census Tract 139.17, Hillsborough County, Florida",7682,2664,
15547,1400000US12057013918,"Census Tract 139.18, Hillsborough County, Florida",1905,700,
15548,1400000US12057013919,"Census Tract 139.19, Hillsborough County, Florida",7007,2379,
15549,1400000US12057013920,"Census Tract 139.20, Hillsborough County, Florida",4001,1434,
15550,1400000US12057013921,"Census Tract 139.21, Hillsborough County, Florida",4504,1341,
15551,1400000US12057013922,"Census Tract 139.22, Hillsborough County, Florida",6462,2334,
15552,1400000US12057013923,"Census Tract 139.23, Hillsborough County, Florida",7355,2396,
15553,1400000US12057014002,"Census Tract 140.02, Hillsborough County, Florida",3283,1886,
15554,1400000US12057014003,"Census Tract 140.03, Hillsborough County, Florida",1498,682,
15555,1400000US12057014007,"Census Tract 140.07, Hillsborough County, Florida",4563,1435,
15556,1400000US12057014008,"Census Tract 140.08, Hillsborough County, Florida",3516,2452,
15557,1400000US12057014009,"Census Tract 140.09, Hillsborough County, Florida",2027,1161,
15558,1400000US12057014010,"Census Tract 140.10, Hillsborough County, Florida",2538,1872,
15559,1400000US12057014011,"Census Tract 140.11, Hillsborough County, Florida",3626,2890,
15560,1400000US12057014012,"Census Tract 140.12, Hillsborough County, Florida",2807,2191,
15561,1400000US12057014013,"Census Tract 140.13, Hillsborough County, Florida",1228,445,
15562,1400000US12057014014,"Census Tract 140.14, Hillsborough County, Florida",2110,1735,
15563,1400000US12057014015,"Census Tract 140.15, Hillsborough County, Florida",1799,1107,
15564,1400000US12057014016,"Census Tract 140.16, Hillsborough County, Florida",924,620,
15565,1400000US12057014104,"Census Tract 141.04, Hillsborough County, Florida",1548,1200,
15566,1400000US12057014106,"Census Tract 141.06, Hillsborough County, Florida",3277,1562,
15567,1400000US12057014108,"Census Tract 141.08, Hillsborough County, Florida",6319,2271,
15568,1400000US12057014109,"Census Tract 141.09, Hillsborough County, Florida",6394,2259,
15569,1400000US12057014117,"Census Tract 141.17, Hillsborough County, Florida",2904,1549,
15570,1400000US12057014118,"Census Tract 141.18, Hillsborough County, Florida",3886,2069,
15571,1400000US12057014119,"Census Tract 141.19, Hillsborough County, Florida",6944,2458,
